agency,estimated_fiscal_year,description,office,naics,socioeconomic,award-amount,estimated_fiscal_year_quarter,place_of_performance_state
state,FY 16,SAT - PORTAL X-RAY CARGO SYSTEM,INL/WHP,541380,Set Aside,>$1M and <$5M,Quarter 2 (Jan-Mar),Mexico
state,FY 16,"Purchase of one new AT-802 aircraft per year, in support of Aerial Eradication Operations.",INL/WHP,115112,Set Aside,>$1M and <$5M,Quarter 4 (Jul-Sep),Colombia
state,FY 16,PGR Forensic Lab Equipment,INL/WHP,423490,Set Aside,>$1M and <$5M,Quarter 3 (Apr-Jun),Mexico
state,FY 16,CAPP TPC's - IN41PMMJ,INL/WHP,541611,Set Aside,>$1M and <$5M,Quarter 1 (Oct-Dec),Panama
state,FY 16,Multiband radios aircraft for CNP DIRAN,INL/WHP,334220,Set Aside,>$1M and <$5M,Quarter 3 (Apr-Jun),Colombia
state,FY 16,CJPS FOLLOW ON MECHANISM-SMEs-ACADEMY SUPPORT-UN ADVISORS,INL/WHP,541611,Set Aside,>$5M and <$10M,Quarter 1 (Oct-Dec),Haiti
state,FY 16,Corrections - Corrections System Support Program - CJPS Life & Mission Support,INL/AP,541611,Set Aside,>$5M and <$10M,Quarter 1 (Oct-Dec),Afghanistan
state,FY 16,Corrections - Corrections System Support Program - Security,INL/AP,541611,Set Aside,>$5M and <$10M,Quarter 1 (Oct-Dec),Afghanistan
state,FY 16,DynCorp International CJPS Contract,INL/AME,541611,Set Aside,>$5M and <$10M,Quarter 1 (Oct-Dec),Jerusalem
state,FY 16,SEDENA - X-RAY VEHICLE - ZBV,INL/WHP,423110,Set Aside,>$5M and <$10M,Quarter 2 (Jan-Mar),Mexico
state,FY 16,South Sudan - UNMISS Support,INL/AME,221114,Set Aside,>$5M and <$10M,Quarter 4 (Jul-Sep),Sudan
state,FY 16,UNMISS Police and Corrections advisors,INL/AME,541611,Set Aside,>$5M and <$10M,Quarter 2 (Jan-Mar),Sudan
state,FY 16,Establish Personal Service Contracts to provide experienced personnel for Aerial Eradication program oversight.,INL/WHP,541611,Set Aside,>$5M and <$10M,Quarter 1 (Oct-Dec),Colombia
state,FY 16,"Olgoonik personal service contracts for experienced personnel to provide support for the Aerial  Eradication program required to perfrom a full range of duties such as  administrative assistance, field maintenance, and senior leadership liaison functions.",INL/WHP,541611,Set Aside,>$5M and <$10M,Quarter 3 (Apr-Jun),Colombia
state,FY 16,Justice Sector Assistance Project IV,INL/AME,541611,Set Aside,>$5M and <$10M,Quarter 3 (Apr-Jun),Jerusalem
state,FY 16,PF - GAMMA RAY VEHICLE - ATV,INL/WHP,423110,Set Aside,>$5M and <$10M,Quarter 3 (Apr-Jun),Mexico
state,FY 16,Prisiones,INL/WHP,922140,Set Aside,>$5M and <$10M,Quarter 3 (Apr-Jun),Mexico
state,FY 16,SEDENA - GAMMA RAY VEHICLE - ATV,INL/WHP,423110,Set Aside,>$5M and <$10M,Quarter 2 (Jan-Mar),Mexico
state,FY 16,State Forensic Lab  Equipment,INL/WHP,423490,Set Aside,>$5M and <$10M,Quarter 2 (Jan-Mar),Mexico
state,FY 16,AICM.  Inspection  Equipment,INL/WHP,334519,Set Aside,>$5M and <$10M,Quarter 1 (Oct-Dec),Mexico
state,FY 16,Forensic Lab Equipment,INL/WHP,423490,Set Aside,>$5M and <$10M,Quarter 2 (Jan-Mar),Mexico
state,FY 16,Interdiction - InterdictionInterdiction - Bridge,INL/AP,453998,Set Aside,>$5M and <$10M,Quarter 3 (Apr-Jun),Afghanistan
state,FY 16,PF - BAGGAGE  X-RAY INSPECTION SYSTEMS,INL/WHP,541380,Set Aside,>$5M and <$10M,Quarter 3 (Apr-Jun),Mexico
state,FY 16,TELECOMM - COMMUNICATION EQUIPMENT,INL/WHP,423690,Set Aside,>$5M and <$10M,Quarter 4 (Jul-Sep),Mexico
state,FY 16,Expansion of 911 System to Santiago,INL/WHP,238210,Set Aside,>$5M and <$10M,Quarter 4 (Jul-Sep),Dominican Republic
state,FY 16,Justice - Justice System Support Program - CJPS Life & Mission Support,INL/AP,541611,Set Aside,>$5M and <$10M,Quarter 3 (Apr-Jun),Afghanistan
state,FY 16,Integrated voice communications system for CNP DIRAN,INL/WHP,423690,Set Aside,>$5M and <$10M,Quarter 3 (Apr-Jun),Colombia
state,FY 16,PGR CENAPI Mantenimiento y Desarrollo de Sistemas de Inteligencia,INL/WHP,811212,Set Aside,>$10M and <$20M,Quarter 3 (Apr-Jun),Mexico
state,FY 16,CISEN Phase II - Secondary Interview Sites,INL/WHP,236220,Set Aside,>$10M and <$20M,Quarter 1 (Oct-Dec),Mexico
state,FY 16,CJPS Contract Modification,INL/WHP,541611,Set Aside,>$10M and <$20M,Quarter 1 (Oct-Dec),Haiti
state,FY 16,Justice - Justice System Support Program - Bridge,INL/AP,611430,Set Aside,>$10M and <$20M,Quarter 3 (Apr-Jun),Afghanistan
state,FY 16,"Purchase glyphosate, additives, and transportation to provide chemicals necessary to conduct aerial eradication operations.",INL/WHP,115112,Set Aside,>$10M and <$20M,Quarter 3 (Apr-Jun),Colombia
state,FY 16,UIF -COMPUTER EQUIPMENT,INL/WHP,334111,Set Aside,>$10M and <$20M,Quarter 2 (Jan-Mar),Mexico
state,FY 16,GOM SECURITY AGENCIES - RADIO TELECOMMUNICATION FOR THE SOUTHERN BORDER,INL/WHP,236220,Set Aside,>$10M and <$20M,Quarter 3 (Apr-Jun),Mexico
state,FY 16,Security Bridge,INL/AP,541380,Set Aside,>$10M and <$20M,Quarter 2 (Jan-Mar),Afghanistan
state,FY 16,Communication Equipment for Pakistan Coast Guards,INL/AP,334220,Set Aside,>$20M and <$50M,Quarter 1 (Oct-Dec),Pakistan
state,FY 16,"EUR-IO Task order for IT TECHNICAL SUPPORT, PROGRAM MANAGEMENT, NETWORK ENGINEERING, DATABASE DEVELOPMENT, CLOUD DEVELOPMENT SERVICES, PROGRAMMING AND DOCUMENTATION SUPPORT",EUR-IO/EX,541511,8(a) Sole Source,>$1M and <$5M,Quarter 1 (Oct-Dec);#Quarter 2 (Jan-Mar);#Quarter 3 (Apr-Jun);#Quarter 4 (Jul-Sep),N/A
state,FY 16,"EUR-IO - ENTERPRISE CONTENT MANAGEMENT, PROJECT MANAGEMENT, NETWORK ENGINEERING, IT TECHNICAL SUPPORT,  WEB DEVELOPMENT, PROGRAMMING AND SYSTEMS ADMINISTRATION",EUR-IO/EX/IM,541511,8(a) Sole Source,>$1M and <$5M,Quarter 1 (Oct-Dec);#Quarter 2 (Jan-Mar);#Quarter 3 (Apr-Jun);#Quarter 4 (Jul-Sep),N/A
state,FY 16,Bureau Administrative Support,EUR-IO/EX/GSD,561110,Competitive - Full and Open,>$1M and <$5M,Quarter 4 (Jul-Sep),N/A
state,FY 16,HR Classifiers,EUR-IO/EX/GSD,541611,Set Aside,>$150K and <$500K,Quarter 4 (Jul-Sep),N/A
state,FY 16,USPS Support,EUR-IO/EX/GSD,541611,Not Competed _ Other Than Small Business,>$150K and <$500K,Quarter 2 (Jan-Mar),N/A
state,FY 16,PGI Vetter,EUR-IO/EX/GSD,541611,Competitive - Full and Open,>$150K and <$500K,Quarter 4 (Jul-Sep),N/A
state,FY 16,IO Rovers,EUR-IO/EX/GSD,541611,Set Aside,>$150K and <$500K,Quarter 4 (Jul-Sep),N/A
state,FY 16,Tax Advisor,EUR-IO/EX/GSD,541611,Competitive - Full and Open,>$150K and <$500K,Quarter 4 (Jul-Sep),N/A
